fdc_id,data_type,description,protein_g,fat_g,carb_g,energy_kcal,fiber_g,sodium_mg,cholesterol_mg,satfat_g,sugars_g,desc_tokens,has_pork,has_beef,has_meat,brand,variant,product,verb,adj
2708120,survey_fndds_food,Nutrition bar (PowerBar),14.15,3.11,69.63,363.0,5.7,308.0,0.0,1.32,30.07,['nutrition bar (powerbar)'],False,False,False,['PowerBar'],[],['Nutrition bar'],[],[]
2708121,survey_fndds_food,Nutrition bar (Slim Fast Original Meal Bar),16.19,8.92,60.21,386.0,5.1,253.0,7.0,5.36,25.0,['nutrition bar (slim fast original meal bar)'],False,False,False,['Slim Fast'],['Original Meal Bar'],['Nutrition bar'],[],"['Slim', 'Fast', 'Original']"
2708122,survey_fndds_food,Nutrition bar (Snickers Marathon Protein Bar),25.0,12.5,50.5,415.0,12.5,238.0,6.0,6.25,28.75,['nutrition bar (snickers marathon protein bar)'],False,False,False,['Snickers'],[],['Nutrition bar'],[],[]
2708123,survey_fndds_food,Nutrition bar (South Beach Living Meal Bar),16.19,8.92,60.21,386.0,5.1,253.0,7.0,5.36,25.0,['nutrition bar (south beach living meal bar)'],False,False,False,['South Beach Living'],[],"['Nutrition bar', 'Meal Bar']",[],[]
2708124,survey_fndds_food,Nutrition bar (South Beach Living High Protein Bar),30.34,15.17,38.4,412.0,7.3,436.0,3.0,3.384,15.17,['nutrition bar (south beach living high protein bar)'],False,False,False,['South Beach Living'],['High Protein Bar'],"['Nutrition bar', 'High Protein Bar']",[],['High']
2708125,survey_fndds_food,Nutrition bar (Tiger's Milk),16.8,14.29,56.46,387.0,2.3,168.0,2.0,2.073,36.4,"[""nutrition bar (tiger's milk)""]",False,False,False,"[""Tiger's Milk""]","[""Tiger's Milk""]",['Nutrition bar'],[],[]
2708126,survey_fndds_food,Nutrition bar (Zone Perfect Classic Crunch),30.0,14.0,45.0,426.0,2.0,444.0,8.0,4.499,27.0,['nutrition bar (zone perfect classic crunch)'],False,False,False,['Zone Perfect'],['Classic Crunch'],['Nutrition bar'],[],"['Perfect', 'Classic']"
2708127,survey_fndds_food,"Nutrition bar or meal replacement bar, NFS",22.36,9.94,55.22,386.0,4.7,320.0,4.0,2.985,29.31,"['nutrition bar or meal replacement bar', 'nfs']",False,False,False,['NFS'],[],"['Nutrition bar', 'meal replacement bar']",[],[]
2708128,survey_fndds_food,"Baby Toddler snack, NFS",7.34,3.29,83.4,359.0,3.4,83.0,1.0,0.322,18.18,"['baby toddler snack', 'nfs']",False,False,False,['NFS'],[],['Baby Toddler snack'],[],[]
2708129,survey_fndds_food,Baby Toddler bar,5.43,5.3,68.63,344.0,1.7,157.0,1.0,0.453,42.0,['baby toddler bar'],False,False,False,['Baby Toddler bar'],['Baby Toddler bar'],[],[],[]
2708130,survey_fndds_food,Baby Toddler cookie,9.88,11.24,69.79,420.0,3.0,280.0,10.0,1.581,24.55,['baby toddler cookie'],False,False,False,[],[],['Baby Toddler cookie'],[],[]
2708131,survey_fndds_food,Baby Toddler biscuit,11.37,2.97,80.53,395.0,1.5,300.0,2.0,0.381,15.6,['baby toddler biscuit'],False,False,False,[],[],['Baby Toddler biscuit'],[],[]
2708132,survey_fndds_food,"Crackers, NFS",6.64,26.43,61.3,510.0,2.3,726.0,0.0,5.562,8.18,"['crackers', 'nfs']",False,False,False,['NFS'],['NFS'],['Crackers'],[],[]
2708133,survey_fndds_food,Graham crackers,6.69,10.6,77.66,430.0,3.4,516.0,0.0,1.633,24.85,['graham crackers'],False,False,False,[],[],['Graham crackers'],[],[]
2708134,survey_fndds_food,Graham crackers (Teddy Grahams),6.69,10.6,77.66,430.0,3.4,516.0,0.0,1.633,24.85,['graham crackers (teddy grahams)'],False,False,False,[],['Teddy Grahams'],['Graham crackers'],[],[]
2708135,survey_fndds_food,"Graham crackers, chocolate covered",4.0,25.8,66.78,500.0,2.2,265.0,1.0,17.2,37.3,"['graham crackers', 'chocolate covered']",False,False,False,[],['chocolate covered'],['Graham crackers'],['covered'],[]
2708136,survey_fndds_food,"Crackers, oatmeal",7.3,16.4,70.73,455.0,6.9,699.0,0.0,3.21,15.48,"['crackers', 'oatmeal']",False,False,False,[],[],"['Crackers', 'oatmeal']",[],[]
2708137,survey_fndds_food,"Crackers, Cuban",5.6,12.8,73.8,430.0,1.0,459.0,0.0,3.212,17.6,"['crackers', 'cuban']",False,False,False,['Cuban'],['Cuban'],['Crackers'],[],[]
2708138,survey_fndds_food,"Graham crackers, reduced fat",5.71,5.71,77.96,386.0,5.7,629.0,0.0,0.0,22.86,"['graham crackers', 'reduced fat']",False,False,False,['Graham crackers'],['reduced fat'],['Graham crackers'],['reduced'],[]
2708139,survey_fndds_food,"Graham crackers, sandwich, with filling",4.5,20.0,72.1,483.0,1.5,388.0,0.0,2.979,39.3,"['graham crackers', 'sandwich', 'with filling']",False,False,False,['Graham crackers'],"['sandwich', 'with filling']",['Graham crackers'],[],[]
2708140,survey_fndds_food,"Crackers, breakfast biscuit",7.12,15.07,70.99,427.0,7.3,430.0,0.0,2.235,22.83,"['crackers', 'breakfast biscuit']",False,False,False,[],[],"['Crackers', 'breakfast biscuit']",[],[]
2708141,survey_fndds_food,"Crackers, butter, reduced sodium",8.8,17.2,68.6,443.0,10.5,186.0,0.0,3.393,0.37,"['crackers', 'butter', 'reduced sodium']",False,False,False,['butter'],['reduced sodium'],"['Crackers', 'butter']",['reduced'],[]
2708142,survey_fndds_food,"Crackers, matzo, reduced sodium",10.0,1.4,83.7,395.0,3.0,0.0,0.0,0.226,0.29,"['crackers', 'matzo', 'reduced sodium']",False,False,False,[],['reduced sodium'],"['Crackers', 'matzo']",['reduced'],[]
2708143,survey_fndds_food,"Crackers, saltine, reduced sodium",9.39,8.75,73.48,416.0,2.9,646.0,0.0,1.978,2.19,"['crackers', 'saltine', 'reduced sodium']",False,False,False,['saltine'],['reduced sodium'],['Crackers'],['reduced'],[]
2708144,survey_fndds_food,"Crackers, wheat, reduced sodium",8.8,17.2,68.6,443.0,10.5,186.0,0.0,3.393,0.37,"['crackers', 'wheat', 'reduced sodium']",False,False,False,['wheat'],['reduced sodium'],['Crackers'],['reduced'],[]
2708145,survey_fndds_food,"Crackers, woven wheat, reduced sodium",8.8,17.2,68.6,443.0,10.5,186.0,0.0,3.393,0.37,"['crackers', 'woven wheat', 'reduced sodium']",False,False,False,['woven wheat'],['reduced sodium'],['Crackers'],"['woven', 'reduced']",[]
2708146,survey_fndds_food,"Crackers, butter, plain",6.64,26.43,61.3,510.0,2.3,726.0,0.0,5.562,8.18,"['crackers', 'butter', 'plain']",False,False,False,['butter'],['plain'],"['Crackers', 'butter']",[],['plain']
2708147,survey_fndds_food,"Crackers, butter, flavored",6.64,26.43,61.3,510.0,2.3,726.0,0.0,5.562,8.18,"['crackers', 'butter', 'flavored']",False,False,False,[],['flavored'],"['Crackers', 'butter']",[],['flavored']
2708148,survey_fndds_food,"Crackers, butter (Ritz)",6.64,26.43,61.3,510.0,2.3,726.0,0.0,5.562,8.18,"['crackers', 'butter (ritz)']",False,False,False,['Ritz'],['Ritz'],"['Crackers', 'butter']",[],[]
2708149,survey_fndds_food,"Crackers, butter, reduced fat",9.34,13.37,71.52,444.0,3.4,776.0,0.0,2.112,15.01,"['crackers', 'butter', 'reduced fat']",False,False,False,['butter'],['reduced fat'],"['Crackers', 'butter']",['reduced'],[]
2708150,survey_fndds_food,"Crackers, cheese",10.93,22.74,59.42,489.0,2.3,973.0,3.0,5.288,4.53,"['crackers', 'cheese']",False,False,False,['cheese'],[],"['Crackers', 'cheese']",[],[]
2708151,survey_fndds_food,"Crackers, cheese (Cheez-It)",10.93,22.74,59.42,489.0,2.3,973.0,3.0,5.288,4.53,"['crackers', 'cheese (cheez-it)']",False,False,False,['Cheez-It'],['Cheez-It'],"['Crackers', 'cheese']",[],[]
2708152,survey_fndds_food,"Crackers, cheese (Goldfish)",10.93,22.74,59.42,489.0,2.3,973.0,3.0,5.288,4.53,"['crackers', 'cheese (goldfish)']",False,False,False,['Goldfish'],['Goldfish'],"['Crackers', 'cheese']",[],[]
2708153,survey_fndds_food,"Crackers, cheese, reduced fat",10.0,11.67,68.19,418.0,3.3,1167.0,0.0,3.333,0.0,"['crackers', 'cheese', 'reduced fat']",False,False,False,['cheese'],['reduced fat'],"['Crackers', 'cheese']",['reduced'],[]
2708154,survey_fndds_food,"Crackers, cheese, reduced sodium",10.1,25.3,58.2,503.0,2.4,458.0,13.0,9.638,0.28,"['crackers', 'cheese', 'reduced sodium']",False,False,False,['cheese'],['reduced sodium'],"['Crackers', 'cheese']",['reduced'],[]
2708155,survey_fndds_food,"Crackers, cheese, whole grain",9.62,16.03,57.29,412.0,6.4,706.0,16.0,3.206,0.0,"['crackers', 'cheese', 'whole grain']",False,False,False,[],['whole grain'],"['Crackers', 'cheese']",[],['whole']
2708156,survey_fndds_food,"Crackers, crispbread",7.9,1.3,82.2,366.0,16.5,410.0,0.0,0.145,1.07,"['crackers', 'crispbread']",False,False,False,[],['crispbread'],"['Crackers', 'crispbread']",[],[]
2708157,survey_fndds_food,"Crackers, flatbread",9.85,8.25,75.23,412.0,10.2,632.0,0.0,0.744,2.92,"['crackers', 'flatbread']",False,False,False,[],[],"['Crackers', 'flatbread']",[],[]
2708158,survey_fndds_food,"Crackers, matzo",10.0,1.4,83.7,395.0,3.0,0.0,0.0,0.226,0.29,"['crackers', 'matzo']",False,False,False,[],['matzo'],"['Crackers', 'matzo']",[],[]
2708159,survey_fndds_food,"Crackers, milk",7.6,13.77,71.73,446.0,3.4,687.0,11.0,2.912,10.32,"['crackers', 'milk']",False,False,False,[],[],"['Crackers', 'milk']",[],[]
2708160,survey_fndds_food,"Crackers, oyster",9.46,8.64,74.05,418.0,2.8,941.0,0.0,1.653,1.29,"['crackers', 'oyster']",False,False,True,['oyster'],[],"['Crackers', 'oyster']",[],[]
2708161,survey_fndds_food,"Chips, rice",8.2,2.8,81.5,384.0,4.2,326.0,0.0,0.642,0.6,"['chips', 'rice']",False,False,False,[],['rice'],"['Chips', 'rice']",[],[]
2708162,survey_fndds_food,Rice cake,7.1,4.3,81.1,392.0,4.2,71.0,0.0,0.875,0.88,['rice cake'],False,False,False,[],[],['Rice cake'],[],[]
2708163,survey_fndds_food,"Crackers, rice",10.0,5.0,82.64,416.0,0.0,233.0,0.0,0.0,0.0,"['crackers', 'rice']",False,False,False,[],[],"['Crackers', 'rice']",[],[]
2708164,survey_fndds_food,"Crackers, rice and nuts",10.78,8.85,77.41,430.0,0.8,360.0,0.0,0.345,0.37,"['crackers', 'rice and nuts']",False,False,False,[],[],"['Crackers', 'rice', 'nuts']",[],[]
2708165,survey_fndds_food,Popcorn cake,9.7,3.1,80.1,384.0,2.9,288.0,0.0,0.48,0.72,['popcorn cake'],False,False,False,[],[],['Popcorn cake'],[],[]
2708166,survey_fndds_food,Rice paper,5.91,1.11,72.26,323.0,0.5,314.0,0.0,0.328,0.27,['rice paper'],False,False,False,[],[],['Rice paper'],[],[]
2708167,survey_fndds_food,"Crackers, saltine",9.46,8.64,74.05,418.0,2.8,941.0,0.0,1.653,1.29,"['crackers', 'saltine']",False,False,False,['saltine'],['saltine'],['Crackers'],[],[]
2708168,survey_fndds_food,"Crackers, saltine, reduced fat",10.5,1.6,82.3,393.0,2.7,849.0,0.0,0.244,0.38,"['crackers', 'saltine', 'reduced fat']",False,False,False,['saltine'],['reduced fat'],['Crackers'],['reduced'],[]
2708169,survey_fndds_food,"Crackers, saltine, multigrain",7.14,10.71,68.25,398.0,6.7,1214.0,0.0,0.0,0.0,"['crackers', 'saltine', 'multigrain']",False,False,False,['saltine'],['multigrain'],"['Crackers', 'saltine']",[],[]
2708170,survey_fndds_food,"Crackers, multigrain",7.1,20.4,67.6,482.0,3.5,883.0,0.0,3.3,12.0,"['crackers', 'multigrain']",False,False,False,[],['multigrain'],['Crackers'],[],[]
2708171,survey_fndds_food,"Crackers, sandwich",11.47,24.54,58.38,494.0,2.3,801.0,0.0,4.803,10.5,"['crackers', 'sandwich']",False,False,False,[],['sandwich'],"['Crackers', 'sandwich']",[],[]
2708172,survey_fndds_food,"Crackers, sandwich, peanut butter filled",11.47,24.54,58.38,494.0,2.3,801.0,0.0,4.803,10.5,"['crackers', 'sandwich', 'peanut butter filled']",False,False,False,[],['peanut butter filled'],"['Crackers', 'sandwich']",['filled'],[]
2708173,survey_fndds_food,"Crackers, sandwich, peanut butter filled (Ritz)",7.5,25.0,57.14,482.0,2.5,575.0,0.0,5.06,10.0,"['crackers', 'sandwich', 'peanut butter filled (ritz)']",False,False,False,['Ritz'],['peanut butter filled'],"['Crackers', 'sandwich']",['filled'],[]
2708174,survey_fndds_food,"Crackers, sandwich, reduced fat, peanut butter filled",8.33,16.67,63.49,437.0,2.8,639.0,0.0,2.778,11.11,"['crackers', 'sandwich', 'reduced fat', 'peanut butter filled']",False,False,False,[],"['reduced fat', 'peanut butter filled']","['Crackers', 'sandwich']","['reduced', 'filled']",[]
2708175,survey_fndds_food,"Crackers, whole grain, sandwich, peanut butter filled",14.12,21.18,54.59,465.0,9.4,635.0,0.0,4.525,9.41,"['crackers', 'whole grain', 'sandwich', 'peanut butter filled']",False,False,False,['whole grain'],['peanut butter filled'],"['Crackers', 'whole grain', 'sandwich']",['filled'],['whole']
2708176,survey_fndds_food,"Crackers, sandwich, cheese filled",9.3,21.1,61.7,477.0,1.9,978.0,2.0,6.125,3.18,"['crackers', 'sandwich', 'cheese filled']",False,False,False,[],['cheese filled'],"['Crackers', 'sandwich']",['filled'],[]
2708177,survey_fndds_food,"Crackers, sandwich, cheese filled (Ritz)",7.66,25.09,56.05,479.0,2.5,595.0,1.0,5.271,9.92,"['crackers', 'sandwich', 'cheese filled (ritz)']",False,False,False,['Ritz'],['cheese filled'],"['Crackers', 'sandwich']",['filled'],[]
2708178,survey_fndds_food,"Crackers, water",7.14,7.14,72.81,384.0,7.1,571.0,0.0,0.0,0.0,"['crackers', 'water']",False,False,False,[],['water'],['Crackers'],[],[]
2708179,survey_fndds_food,"Crackers, wonton",10.33,31.72,51.9,521.0,1.9,378.0,0.0,4.931,0.25,"['crackers', 'wonton']",False,False,False,[],['wonton'],"['Crackers', 'wonton']",[],[]
2708180,survey_fndds_food,"Crackers, woven wheat",8.94,15.26,70.14,441.0,8.6,750.0,0.0,2.636,8.34,"['crackers', 'woven wheat']",False,False,False,[],[],['Crackers'],['woven'],[]
2708181,survey_fndds_food,"Crackers, woven wheat, plain (Triscuit)",8.94,15.26,70.14,441.0,8.6,750.0,0.0,2.636,8.34,"['crackers', 'woven wheat', 'plain (triscuit)']",False,False,False,['Triscuit'],['plain'],"['Crackers', 'woven wheat']",['woven'],['plain']
2708182,survey_fndds_food,"Crackers, woven wheat, flavored (Triscuit)",8.94,15.26,70.14,441.0,8.6,750.0,0.0,2.636,8.34,"['crackers', 'woven wheat', 'flavored (triscuit)']",False,False,False,['Triscuit'],['flavored'],"['Crackers', 'woven wheat']","['woven', 'flavored']",[]
2708183,survey_fndds_food,"Crackers, woven wheat, reduced fat",11.34,7.59,75.52,416.0,10.9,745.0,0.0,1.067,1.22,"['crackers', 'woven wheat', 'reduced fat']",False,False,False,['woven wheat'],['reduced fat'],['Crackers'],"['woven', 'reduced']",[]
2708184,survey_fndds_food,"Crackers, wheat",8.94,15.26,70.14,441.0,8.6,750.0,0.0,2.636,8.34,"['crackers', 'wheat']",False,False,False,[],['wheat'],['Crackers'],[],[]
2708185,survey_fndds_food,"Crackers, wheat, plain (Wheat Thins)",8.94,15.26,70.14,441.0,8.6,750.0,0.0,2.636,8.34,"['crackers', 'wheat', 'plain (wheat thins)']",False,False,False,['Wheat Thins'],['plain'],"['Crackers', 'Wheat Thins']",[],['plain']
2708186,survey_fndds_food,"Crackers, wheat, flavored (Wheat Thins)",8.94,15.26,70.14,441.0,8.6,750.0,0.0,2.636,8.34,"['crackers', 'wheat', 'flavored (wheat thins)']",False,False,False,['Wheat Thins'],"['wheat', 'flavored']","['Crackers', 'Wheat Thins']",['flavored'],[]
2708187,survey_fndds_food,"Crackers, wheat, reduced fat",9.34,13.37,71.52,444.0,3.4,776.0,0.0,2.112,15.01,"['crackers', 'wheat', 'reduced fat']",False,False,False,['wheat'],['reduced fat'],['Crackers'],['reduced'],[]
2708188,survey_fndds_food,"Crackers, gluten free, plain",11.25,15.84,66.3,453.0,10.2,438.0,0.0,2.069,0.86,"['crackers', 'gluten free', 'plain']",False,False,False,[],"['gluten free', 'plain']",['Crackers'],[],"['free', 'plain']"
2708189,survey_fndds_food,"Crackers, gluten free, flavored",11.25,15.84,66.3,453.0,10.2,438.0,0.0,2.069,0.86,"['crackers', 'gluten free', 'flavored']",False,False,False,[],"['gluten free', 'flavored']",['Crackers'],[],"['free', 'flavored']"
2708190,survey_fndds_food,Baby Toddler crackers,12.5,0.87,83.21,391.0,0.0,313.0,0.0,0.238,12.5,['baby toddler crackers'],False,False,False,[],[],['Baby Toddler crackers'],[],[]
2708191,survey_fndds_food,"Baby Toddler puffs, fruit",6.19,2.3,85.79,344.0,3.8,13.0,0.0,0.143,17.84,"['baby toddler puffs', 'fruit']",False,False,False,['Baby Toddler puffs'],['fruit'],['Baby Toddler puffs'],['puffs'],[]
2708192,survey_fndds_food,"Baby Toddler puffs, vegetable",6.19,2.3,85.79,344.0,3.8,13.0,0.0,0.143,17.84,"['baby toddler puffs', 'vegetable']",False,False,False,[],['vegetable'],['Baby Toddler puffs'],['puffs'],[]
2708193,survey_fndds_food,Baby Toddler crunchies,3.2,19.24,69.14,462.0,1.2,250.0,6.0,3.157,14.0,['baby toddler crunchies'],False,False,False,[],['Baby Toddler crunchies'],['Baby Toddler crunchies'],[],[]
2708194,survey_fndds_food,Baby Toddler wheels,10.0,6.41,78.89,413.0,0.0,350.0,3.0,1.124,10.0,['baby toddler wheels'],False,False,False,[],[],['Baby Toddler wheels'],[],[]
2708195,survey_fndds_food,Corn nuts,8.5,15.64,71.86,446.0,6.9,564.0,0.0,2.43,0.61,['corn nuts'],False,False,False,[],[],['Corn nuts'],[],[]
2708196,survey_fndds_food,"Corn chips, plain",6.12,33.1,56.82,535.0,4.0,817.0,0.0,4.297,0.27,"['corn chips', 'plain']",False,False,False,[],['plain'],['Corn chips'],[],['plain']
2708197,survey_fndds_food,"Corn chips, flavored",6.11,34.02,56.7,543.0,4.0,509.0,0.0,4.421,0.27,"['corn chips', 'flavored']",False,False,False,[],['flavored'],['Corn chips'],['flavored'],[]
2708198,survey_fndds_food,"Corn chips, plain (Fritos)",6.17,33.36,57.27,539.0,4.0,514.0,0.0,4.331,0.27,"['corn chips', 'plain (fritos)']",False,False,False,['Fritos'],['plain'],['Corn chips'],[],['plain']
2708199,survey_fndds_food,"Corn chips, flavored (Fritos)",6.14,33.19,56.98,536.0,4.0,704.0,0.0,4.309,0.27,"['corn chips', 'flavored (fritos)']",False,False,False,['Fritos'],['flavored'],['Corn chips'],['flavored'],[]
2708200,survey_fndds_food,Cheese flavored corn snacks,5.46,36.54,54.54,567.0,0.8,928.0,7.0,3.749,3.57,['cheese flavored corn snacks'],False,False,False,[],['Cheese flavored corn snacks'],['Cheese flavored corn snacks'],['flavored'],[]
2708201,survey_fndds_food,"Cheese flavored corn snacks, reduced fat",8.5,12.1,72.35,432.0,3.6,842.0,1.0,2.1,7.29,"['cheese flavored corn snacks', 'reduced fat']",False,False,False,['Cheese flavored corn snacks'],['reduced fat'],['Cheese flavored corn snacks'],"['flavored', 'reduced']",[]
2708202,survey_fndds_food,"Tortilla chips, plain",7.1,20.68,67.78,472.0,5.4,328.0,0.0,2.811,0.78,"['tortilla chips', 'plain']",False,False,False,[],['plain'],['Tortilla chips'],[],['plain']
2708203,survey_fndds_food,Cheese flavored corn snacks (Cheetos),5.46,36.54,54.54,567.0,0.8,928.0,7.0,3.749,3.57,['cheese flavored corn snacks (cheetos)'],False,False,False,['Cheetos'],['Cheese flavored'],['corn snacks'],['flavored'],[]
2708204,survey_fndds_food,"Tortilla chips, flavored",7.36,27.42,60.81,519.0,5.1,691.0,0.0,3.876,2.59,"['tortilla chips', 'flavored']",False,False,False,[],['flavored'],['Tortilla chips'],['flavored'],[]
2708205,survey_fndds_food,"Corn chips, reduced sodium",6.84,33.63,56.75,549.0,3.9,295.0,0.0,4.454,0.41,"['corn chips', 'reduced sodium']",False,False,False,['Corn chips'],['reduced sodium'],['Corn chips'],['reduced'],[]
2708206,survey_fndds_food,"Tortilla chips, nacho cheese flavor (Doritos)",7.36,27.42,60.81,519.0,5.1,691.0,0.0,3.876,2.59,"['tortilla chips', 'nacho cheese flavor (doritos)']",False,False,False,['Doritos'],['nacho cheese flavor'],['Tortilla chips'],[],[]
2708207,survey_fndds_food,"Tortilla chips, cool ranch flavor (Doritos)",7.06,20.58,67.44,470.0,5.4,519.0,0.0,2.797,0.78,"['tortilla chips', 'cool ranch flavor (doritos)']",False,False,False,['Doritos'],['cool ranch flavor'],['Tortilla chips'],[],['cool']
2708208,survey_fndds_food,"Tortilla chips, other flavors (Doritos)",7.36,27.42,60.81,519.0,5.1,691.0,0.0,3.876,2.59,"['tortilla chips', 'other flavors (doritos)']",False,False,False,['Doritos'],['other flavors'],['Tortilla chips'],[],['other']
2708209,survey_fndds_food,"Tortilla chips, reduced fat, plain",10.86,5.63,79.07,411.0,5.2,511.0,0.0,0.839,0.84,"['tortilla chips', 'reduced fat', 'plain']",False,False,False,['Tortilla chips'],"['reduced fat', 'plain']",['Tortilla chips'],['reduced'],['plain']
2708210,survey_fndds_food,"Tortilla chips, reduced fat, flavored",10.86,5.63,79.07,411.0,5.2,511.0,0.0,0.839,0.84,"['tortilla chips', 'reduced fat', 'flavored']",False,False,False,['Tortilla chips'],"['reduced fat', 'flavored']",['Tortilla chips'],['reduced'],"['fat', 'flavored']"
2708211,survey_fndds_food,"Tortilla chips, low fat, unsalted",11.0,5.7,80.1,416.0,5.3,15.0,0.0,0.85,0.85,"['tortilla chips', 'low fat', 'unsalted']",False,False,False,[],"['low fat', 'unsalted']",['Tortilla chips'],[],"['low', 'unsalted']"
2708212,survey_fndds_food,"Tortilla chips, reduced sodium",9.35,19.84,68.08,489.0,4.5,13.0,0.0,2.732,0.72,"['tortilla chips', 'reduced sodium']",False,False,False,['Tortilla chips'],['reduced sodium'],['Tortilla chips'],['reduced'],[]
2708213,survey_fndds_food,Snack mix,6.87,25.79,63.11,504.0,3.1,729.0,2.0,3.034,1.9,['snack mix'],False,False,False,[],[],['Snack mix'],[],[]
2708214,survey_fndds_food,"Potato chips, restructured, multigrain",5.3,24.74,65.34,505.0,2.7,544.0,0.0,6.307,4.08,"['potato chips', 'restructured', 'multigrain']",False,False,False,[],"['restructured', 'multigrain']",['Potato chips'],['restructured'],[]
2708215,survey_fndds_food,Pita chips,11.79,15.2,68.26,457.0,3.8,854.0,0.0,1.342,4.76,['pita chips'],False,False,False,[],[],['Pita chips'],[],[]
2708216,survey_fndds_food,"Popcorn, NFS",9.13,30.57,54.99,518.0,10.2,764.0,0.0,14.304,0.61,"['popcorn', 'nfs']",False,False,False,['NFS'],['NFS'],['Popcorn'],[],[]
2708217,survey_fndds_food,"Popcorn, movie theater, with added butter",4.96,58.78,31.65,656.0,5.4,756.0,52.0,35.476,0.29,"['popcorn', 'movie theater', 'with added butter']",False,False,False,['movie theater'],['with added butter'],['Popcorn'],['added'],[]
2708218,survey_fndds_food,"Popcorn, movie theater, no butter added",6.18,48.7,39.87,603.0,6.9,762.0,0.0,28.908,0.37,"['popcorn', 'movie theater', 'no butter added']",False,False,False,['movie theater'],['no butter added'],['Popcorn'],['added'],[]
2708219,survey_fndds_food,"Popcorn, air-popped, no butter added",12.89,4.52,77.47,385.0,14.4,162.0,0.0,0.634,0.87,"['popcorn', 'air-popped', 'no butter added']",False,False,False,['Popcorn'],"['air-popped', 'no butter added']","['Popcorn', 'air-popped']","['popped', 'added']",[]
2708220,survey_fndds_food,"Popcorn, air-popped, with added butter",11.02,15.29,65.75,430.0,12.2,227.0,21.0,5.48,0.79,"['popcorn', 'air-popped', 'with added butter']",False,False,False,['Popcorn'],"['air-popped', 'with added butter']",['Popcorn'],"['popped', 'added']",[]
2708221,survey_fndds_food,"Popcorn, popped in oil, no butter added",8.96,27.99,57.87,498.0,10.0,157.0,0.0,5.03,0.54,"['popcorn', 'popped in oil', 'no butter added']",False,False,False,['Popcorn'],"['popped in oil', 'no butter added']",['Popcorn'],"['popped', 'added']",[]
2708222,survey_fndds_food,"Popcorn, popped in oil, with added butter",7.69,35.19,49.13,525.0,8.4,223.0,21.0,9.207,0.51,"['popcorn', 'popped in oil', 'with added butter']",False,False,False,['Popcorn'],"['popped in oil', 'with added butter']",['Popcorn'],"['popped', 'added']",[]
2708223,survey_fndds_food,"Popcorn, microwave, NFS",9.13,30.57,54.99,518.0,10.2,764.0,0.0,14.304,0.61,"['popcorn', 'microwave', 'nfs']",False,False,False,['NFS'],['microwave'],"['Popcorn', 'microwave']",[],[]
2708224,survey_fndds_food,"Popcorn, microwave, plain",9.13,30.57,54.99,518.0,10.2,764.0,0.0,14.304,0.61,"['popcorn', 'microwave', 'plain']",False,False,False,['microwave'],['plain'],['Popcorn'],[],['plain']
2708225,survey_fndds_food,"Popcorn, microwave, plain, light",11.92,10.07,71.68,409.0,13.4,766.0,0.0,2.509,0.8,"['popcorn', 'microwave', 'plain', 'light']",False,False,False,['microwave'],"['plain', 'light']",['Popcorn'],[],['plain']
2708226,survey_fndds_food,"Popcorn, microwave, low sodium",8.93,27.88,57.64,496.0,9.9,310.0,0.0,5.01,0.54,"['popcorn', 'microwave', 'low sodium']",False,False,False,['microwave'],['low sodium'],['Popcorn'],[],['low']
2708227,survey_fndds_food,"Popcorn, microwave, butter flavored",9.13,30.57,54.99,518.0,10.2,764.0,0.0,14.304,0.61,"['popcorn', 'microwave', 'butter flavored']",False,False,False,['microwave'],['butter flavored'],['Popcorn'],['flavored'],[]
2708228,survey_fndds_food,"Popcorn, microwave, flavored, light",11.84,10.0,71.18,406.0,13.3,1030.0,0.0,2.492,0.8,"['popcorn', 'microwave', 'flavored', 'light']",False,False,False,['microwave'],"['flavored', 'light']",['Popcorn'],[],['flavored']
2708229,survey_fndds_food,"Popcorn, microwave, cheese flavored",9.1,30.44,54.77,516.0,10.2,916.0,0.0,14.247,0.61,"['popcorn', 'microwave', 'cheese flavored']",False,False,False,['microwave'],['cheese flavored'],['Popcorn'],['flavored'],[]
2708230,survey_fndds_food,"Popcorn, microwave, kettle",9.35,27.5,58.01,504.0,10.5,601.0,0.0,4.595,2.2,"['popcorn', 'microwave', 'kettle']",False,False,False,[],['Popcorn'],"['Popcorn', 'microwave', 'kettle']",[],[]
2708231,survey_fndds_food,"Popcorn, ready-to-eat, NFS",8.88,32.53,53.38,530.0,10.0,764.0,0.0,4.378,0.6,"['popcorn', 'ready-to-eat', 'nfs']",False,False,False,['NFS'],['ready-to-eat'],['Popcorn'],['eat'],['ready']
2708232,survey_fndds_food,"Popcorn, ready-to-eat, plain",10.19,23.26,61.24,482.0,11.4,616.0,0.0,3.139,0.68,"['popcorn', 'ready-to-eat', 'plain']",False,False,False,[],"['ready-to-eat', 'plain']",['Popcorn'],['eat'],"['ready', 'plain']"
2708233,survey_fndds_food,"Popcorn, ready-to-eat, plain, light",11.33,14.92,68.08,437.0,12.7,600.0,0.0,2.024,0.76,"['popcorn', 'ready-to-eat', 'plain', 'light']",False,False,False,['Popcorn'],"['ready-to-eat', 'plain', 'light']","['Popcorn', 'ready-to-eat']",['eat'],"['ready', 'plain', 'light']"
